date,open,high,low,close,volume,returns,realized_volatility,high_low_spread,vix,gpr_index,rv_lag1,returns_lag1,rv_lag5,returns_lag5,rv_lag22,returns_lag22,volume_normalized
2018-02-09,102.51019555703343,103.96226775530388,101.05812335876297,102.51019555703343,790942949.5920932,-0.015129805320737646,0.017556970541657526,0.028330298081668807,24.48444348246218,91.87964403024407,0.01871018601353232,-0.0026207118094073527,0.018780441052609446,-0.0235484319676669,0.018391951188044084,-0.007888540133858481,-1.3797073889919567
2018-02-12,102.06119563970479,103.54280669978067,100.57958457962893,102.06119563970479,1086646359.953491,-0.004389671846992384,0.017172688587256155,0.029033778230587004,21.458025823225977,90.73131029256326,0.017556970541657526,-0.015129805320737646,0.019111569428608973,-0.012188432117338036,0.017428344579226002,0.022063173332056242,-0.020399326105715966
2018-02-13,97.53606783041946,99.11444154493597,95.95769411590295,97.53606783041946,820779990.3771547,-0.045350354570162406,0.016204720614995925,0.03236492406605396,23.208302357553972,107.86767774808541,0.017172688587256155,-0.004389671846992384,0.01831174652699069,0.016610680418811377,0.01780065946262769,-0.015428550743222013,-1.2968241124538424
2018-02-14,93.982633310659,95.8532489998057,92.1120176215123,93.982633310659,712526778.0273277,-0.03711222287673433,0.02094921217235884,0.03980768836224027,25.796176825648352,90.13018172094635,0.016204720614995925,-0.045350354570162406,0.017961445435599847,-0.025661170442003323,0.01741085792005635,-0.01181999032978542,-1.6612064570089866
2018-02-15,92.49351490347543,94.3520383876429,90.63499141930795,92.49351490347543,563403091.8496104,-0.015971480277981183,0.022820402619834996,0.04018710903368738,24.2201984670415,108.7155621309687,0.02094921217235884,-0.03711222287673433,0.01871018601353232,-0.0026207118094073527,0.01678208850605766,-0.0015894142990163726,-2.1321405076931983
2018-02-16,94.38850697663861,96.24449111679053,92.53252283648669,94.38850697663861,1215489904.0211005,0.020280784701720577,0.021866960867908927,0.03932648581063529,26.23579242761951,107.3369150969452,0.022820402619834996,-0.015971480277981183,0.017556970541657526,-0.015129805320737646,0.015800169119752218,0.02356420831620778,0.7041192870801574
2018-02-19,94.03857730026095,95.58078774873329,92.49636685178864,94.03857730026095,800618938.7032769,-0.0037142227191690577,0.021390895347568217,0.03279952744389395,26.933726694267822,115.36083745350128,0.021866960867908927,0.020280784701720577,0.017172688587256155,-0.004389671846992384,0.01666510527832991,-0.010647369037284896,-1.0706743565674217
2018-02-20,94.0439320734004,95.95278356521432,92.13508058158648,94.0439320734004,878710589.8162992,5.694068160544785e-05,0.02000785816237666,0.04059488899983645,26.121146003429853,125.00725233982403,0.021390895347568217,-0.0037142227191690577,0.016204720614995925,-0.045350354570162406,0.016043800066965427,-0.007123157793900986,-0.6871612340701884
2018-02-21,95.26308918706039,96.70644400977713,93.81973436434365,95.26308918706039,1072342943.7400151,0.012880388279210316,0.018715436255482724,0.03030249879641311,27.03403462402799,97.89393307727376,0.02000785816237666,5.694068160544785e-05,0.02094921217235884,-0.03711222287673433,0.01529270839963043,-0.006642407401041492,0.16287106980768545
2018-02-22,93.76606458389814,95.51872893209864,92.01340023569765,93.76606458389814,1149863180.8718534,-0.015839418119955265,0.01800882731663568,0.037383766845248786,21.32438552001606,99.27325980080293,0.018715436255482724,0.012880388279210316,0.022820402619834996,-0.015971480277981183,0.014601337208449406,0.03220952899613708,0.5331562816413025
2018-02-23,94.23605792626768,95.81291104342937,92.65920480910599,94.23605792626768,818125476.2340304,0.00499988314175283,0.017628354964664732,0.03346602461651035,24.314928231733678,114.88213239516253,0.01800882731663568,-0.015839418119955265,0.021866960867908927,0.020280784701720577,0.017174532507434406,0.037557028771885645,-0.9064827060966306
2018-02-26,92.98214745277843,94.26957114088044,91.69472376467643,92.98214745277843,1111273566.1423073,-0.013395377021490741,0.01663264702593382,0.02769184673339221,22.325094831323355,99.98052261648745,0.017628354964664732,0.00499988314175283,0.021390895347568217,-0.0037142227191690577,0.02004427406614686,0.020125531506267245,0.3793132286837894
2018-02-27,90.41268068701469,91.57249303609089,89.25286833793848,90.41268068701469,1327845203.4757016,-0.028022981205448213,0.016220105350480855,0.02565596640345567,24.8354385652708,84.83040588454897,0.01663264702593382,-0.013395377021490741,0.02000785816237666,5.694068160544785e-05,0.019799259740049927,0.007646204825337576,1.283300051490414
2018-02-28,89.79040570752782,91.19863713363586,88.38217428141981,89.79040570752782,1051927369.7659568,-0.006906401720353871,0.01766795948907749,0.03136708014651402,25.874911296038988,92.78182855047308,0.016220105350480855,-0.028022981205448213,0.018715436255482724,0.012880388279210316,0.018683027809725306,0.013776277609487037,0.09498830544460547
2018-03-01,90.65685050318815,91.82466324229293,89.48903776408339,90.65685050318815,867603378.9592338,0.009603376330818758,0.016736281310488946,0.02576336443683743,20.693971387149748,104.34320716950317,0.01766795948907749,-0.006906401720353871,0.01800882731663568,-0.015839418119955265,0.018046489447964366,0.026902479815765913,-0.6682082095359415
